Source,Target,Weight,Emiten,Position,Company
 JEMI WIYONO PRIHADI ,BALI BINTANG SEJAHTERA TBK.,4,BOLA, PRESIDENT COMMISIONER ,BALI BINTANG SEJAHTERA TBK.
 EDY SOEHARTONO ,BALI BINTANG SEJAHTERA TBK.,4,BOLA, COMMISSIONER ,BALI BINTANG SEJAHTERA TBK.
 ANDY FLORES NOYA ,BALI BINTANG SEJAHTERA TBK.,4,BOLA, COMMISSIONER  - INDEPENDENT,BALI BINTANG SEJAHTERA TBK.
 HERMAN WIJAYA ,GARUDA METALINDO TBK.,4,BOLT, PRESIDENT COMMISIONER ,GARUDA METALINDO TBK.
 ANDREE WIJAYA ,GARUDA METALINDO TBK.,4,BOLT, COMMISSIONER ,GARUDA METALINDO TBK.
 JUNARDIS PRIWONO ,GARUDA METALINDO TBK.,4,BOLT, COMMISSIONER  - INDEPENDENT,GARUDA METALINDO TBK.
 JOHANNES HALIM ,BORNEO OLAH SARANA SUKSES TBK.,4,BOSS, PRESIDENT COMMISIONER ,BORNEO OLAH SARANA SUKSES TBK.
 DAVID ALUSINSING ,BORNEO OLAH SARANA SUKSES TBK.,4,BOSS, COMMISSIONER  - INDEPENDENT,BORNEO OLAH SARANA SUKSES TBK.
 JEONG HYUK LEE ,WOORI FINANCE INDONESIA TBK.,4,BPFI, PRESIDENT COMMISIONER ,WOORI FINANCE INDONESIA TBK.
 YUSTIANUS DAPOT TOGARASI ,WOORI FINANCE INDONESIA TBK.,4,BPFI, COMMISSIONER  - INDEPENDENT,WOORI FINANCE INDONESIA TBK.
 SADHANA PRIATMADJA ,WOORI FINANCE INDONESIA TBK.,4,BPFI, COMMISSIONER ,WOORI FINANCE INDONESIA TBK.
 IRENA ISTARY ISKANDAR ,BATAVIA PROSPERINDO INTERNASIONAL TBK.,4,BPII, PRESIDENT COMMISIONER ,BATAVIA PROSPERINDO INTERNASIONAL TBK.
 RUDY JOHANSEN ,BATAVIA PROSPERINDO INTERNASIONAL TBK.,4,BPII, COMMISSIONER ,BATAVIA PROSPERINDO INTERNASIONAL TBK.
 PAULIN ANGELINE ,BATAVIA PROSPERINDO INTERNASIONAL TBK.,4,BPII, COMMISSIONER  - INDEPENDENT,BATAVIA PROSPERINDO INTERNASIONAL TBK.
 WILLIEM TANJUNG OSCAR ,BATAVIA PROSPERINDO TRANS TBK.,4,BPTR, PRESIDENT COMMISIONER ,BATAVIA PROSPERINDO TRANS TBK.
 CECILIA BEATRIX PANGEMANAN ,BATAVIA PROSPERINDO TRANS TBK.,4,BPTR, COMMISSIONER  - INDEPENDENT,BATAVIA PROSPERINDO TRANS TBK.
 ERGUN HEPVAR ,INDO KORDSA TBK.,4,BRAM, PRESIDENT COMMISIONER ,INDO KORDSA TBK.
 ADIL ILTER TURAN ,INDO KORDSA TBK.,4,BRAM, COMMISSIONER  - INDEPENDENT,INDO KORDSA TBK.
 ANDREAS LESMANA ,INDO KORDSA TBK.,4,BRAM, COMMISSIONER  - INDEPENDENT,INDO KORDSA TBK.
 OMUR MENTES ,INDO KORDSA TBK.,4,BRAM, COMMISSIONER ,INDO KORDSA TBK.
 BULENT BOZDOGAN ,INDO KORDSA TBK.,4,BRAM, COMMISSIONER ,INDO KORDSA TBK.
 AGUS SALIM PANGESTU ,BARITO RENEWABLES ENERGY TBK.,4,BREN, PRESIDENT COMMISIONER ,BARITO RENEWABLES ENERGY TBK.
 TAN SUAN SWEE ,BARITO RENEWABLES ENERGY TBK.,4,BREN, COMMISSIONER ,BARITO RENEWABLES ENERGY TBK.
 DAVID KOSASIH ,BARITO RENEWABLES ENERGY TBK.,4,BREN, COMMISSIONER ,BARITO RENEWABLES ENERGY TBK.
 TAN EK KIA ,BARITO RENEWABLES ENERGY TBK.,4,BREN, COMMISSIONER  - INDEPENDENT,BARITO RENEWABLES ENERGY TBK.
 CHOLANAT YANARANOP ,BARITO RENEWABLES ENERGY TBK.,4,BREN, COMMISSIONER  - INDEPENDENT,BARITO RENEWABLES ENERGY TBK.
 MERLY ,BARITO RENEWABLES ENERGY TBK.,4,BREN, COMMISSIONER ,BARITO RENEWABLES ENERGY TBK.
 FELICITAS TALLULEMBANG ,BANK SYARIAH INDONESIA TBK.,4,BRIS, COMMISSIONER  - INDEPENDENT,BANK SYARIAH INDONESIA TBK.
 MUHADJIR EFFENDY ,BANK SYARIAH INDONESIA TBK.,4,BRIS, PRESIDENT COMMISIONER ,BANK SYARIAH INDONESIA TBK.
 MEIDY FERDIANSYAH ,BANK SYARIAH INDONESIA TBK.,4,BRIS, COMMISSIONER ,BANK SYARIAH INDONESIA TBK.
 MOCHAMAD AGUS ROFIUDIN ,BANK SYARIAH INDONESIA TBK.,4,BRIS, COMMISSIONER ,BANK SYARIAH INDONESIA TBK.
 KAMARUDDIN AMIN ,BANK SYARIAH INDONESIA TBK.,4,BRIS, COMMISSIONER ,BANK SYARIAH INDONESIA TBK.
 NIZAR AHMAD SAPUTRA ,BANK SYARIAH INDONESIA TBK.,4,BRIS, COMMISSIONER  - INDEPENDENT,BANK SYARIAH INDONESIA TBK.
 MUHAMMAD SYAFII ANTONIO ,BANK SYARIAH INDONESIA TBK.,4,BRIS, COMMISSIONER  - INDEPENDENT,BANK SYARIAH INDONESIA TBK.
 ADDIN JAUHARUDIN ,BANK SYARIAH INDONESIA TBK.,4,BRIS, COMMISSIONER  - INDEPENDENT,BANK SYARIAH INDONESIA TBK.
 ADIKA NURAGA BAKRIE ,BUMI RESOURCES MINERALS TBK.,4,BRMS, PRESIDENT COMMISIONER ,BUMI RESOURCES MINERALS TBK.
 KANAKA PURADIREDJA ,BUMI RESOURCES MINERALS TBK.,4,BRMS, COMMISSIONER  - INDEPENDENT,BUMI RESOURCES MINERALS TBK.
 GORIES MERE ,BUMI RESOURCES MINERALS TBK.,4,BRMS, COMMISSIONER  - INDEPENDENT,BUMI RESOURCES MINERALS TBK.
 NALINKANT AMRATLAL RATHOD ,BUMI RESOURCES MINERALS TBK.,4,BRMS, COMMISSIONER ,BUMI RESOURCES MINERALS TBK.
 TEGUH BOENTORO ,BUMI RESOURCES MINERALS TBK.,4,BRMS, COMMISSIONER ,BUMI RESOURCES MINERALS TBK.
 DAVID I TJIPTOBIANTORO ,BERLINA TBK.,4,BRNA, PRESIDENT COMMISIONER ,BERLINA TBK.
 ADRIAN KOESNENDAR ,BERLINA TBK.,4,BRNA, COMMISSIONER ,BERLINA TBK.
 ACHMAD WIDJAJA ,BERLINA TBK.,4,BRNA, COMMISSIONER  - INDEPENDENT,BERLINA TBK.
 CHARLES CHRISTIAN GANDHA ,BERLINA TBK.,4,BRNA, COMMISSIONER  - INDEPENDENT,BERLINA TBK.
 PRAJOGO PANGESTU ,BARITO PACIFIC TBK.,4,BRPT, PRESIDENT COMMISIONER ,BARITO PACIFIC TBK.
 LIM CHONG THIAN ,BARITO PACIFIC TBK.,4,BRPT, COMMISSIONER ,BARITO PACIFIC TBK.
 HENKY SUSANTO ,BARITO PACIFIC TBK.,4,BRPT, COMMISSIONER  - INDEPENDENT,BARITO PACIFIC TBK.
 SALWATI AGUSTINA ,BARITO PACIFIC TBK.,4,BRPT, COMMISSIONER  - INDEPENDENT,BARITO PACIFIC TBK.
 AFIFUL MAHIS ,RAJA ROTI CEMERLANG TBK.,4,BRRC, PRESIDENT COMMISIONER ,RAJA ROTI CEMERLANG TBK.
 ROSYITA RACHMI SHOLIHAH ,RAJA ROTI CEMERLANG TBK.,4,BRRC, COMMISSIONER ,RAJA ROTI CEMERLANG TBK.
 LEO HERLAMBANG ,RAJA ROTI CEMERLANG TBK.,4,BRRC, COMMISSIONER  - INDEPENDENT,RAJA ROTI CEMERLANG TBK.
 FRANCISCO SUMASTO ,WULANDARI BANGUN LAKSANA TBK.,4,BSBK, PRESIDENT COMMISIONER ,WULANDARI BANGUN LAKSANA TBK.
 CLARISSA ADY SUMASTO TJIA ,WULANDARI BANGUN LAKSANA TBK.,4,BSBK, COMMISSIONER ,WULANDARI BANGUN LAKSANA TBK.
 VERONICA PUDJIATI LIAS ,WULANDARI BANGUN LAKSANA TBK.,4,BSBK, COMMISSIONER  - INDEPENDENT,WULANDARI BANGUN LAKSANA TBK.
 MUKTAR WIDJAJA ,BUMI SERPONG DAMAI TBK.,4,BSDE, PRESIDENT COMMISIONER ,BUMI SERPONG DAMAI TBK.
 TEKY MAILOA ,BUMI SERPONG DAMAI TBK.,4,BSDE, VICE PRESIDENT COMMISIONER ,BUMI SERPONG DAMAI TBK.
 YOSEPH FRANCISCUS BONANG ,BUMI SERPONG DAMAI TBK.,4,BSDE, COMMISSIONER ,BUMI SERPONG DAMAI TBK.
 TEDDY PAWITRA ,BUMI SERPONG DAMAI TBK.,4,BSDE, COMMISSIONER  - INDEPENDENT,BUMI SERPONG DAMAI TBK.
 SUSIYATI BAMBANG HIRAWAN ,BUMI SERPONG DAMAI TBK.,4,BSDE, COMMISSIONER  - INDEPENDENT,BUMI SERPONG DAMAI TBK.
 TJENDRAWATI WIDJAJA ,BANK SINARMAS TBK.,4,BSIM, PRESIDENT COMMISIONER ,BANK SINARMAS TBK.
 SAMMY KRISTAMULJANA ,BANK SINARMAS TBK.,4,BSIM, COMMISSIONER  - INDEPENDENT,BANK SINARMAS TBK.
 RUSMIN ,BANK SINARMAS TBK.,4,BSIM, COMMISSIONER  - INDEPENDENT,BANK SINARMAS TBK.
 MOHAMAD PRAPANCA ,BINTANG SAMUDERA MANDIRI LINES TBK.,4,BSML, PRESIDENT COMMISIONER ,BINTANG SAMUDERA MANDIRI LINES TBK.
 NENGAH RAMA GAUTAMA ,BINTANG SAMUDERA MANDIRI LINES TBK.,4,BSML, COMMISSIONER ,BINTANG SAMUDERA MANDIRI LINES TBK.
 LOLOK SUDJATMIKO ,BINTANG SAMUDERA MANDIRI LINES TBK.,4,BSML, COMMISSIONER  - INDEPENDENT,BINTANG SAMUDERA MANDIRI LINES TBK.
 BADRODIN HAITI ,BARAMULTI SUKSESSARANA TBK.,4,BSSR, PRESIDENT COMMISIONER ,BARAMULTI SUKSESSARANA TBK.
 SANJEEV CHURIWALA ,BARAMULTI SUKSESSARANA TBK.,4,BSSR, VICE PRESIDENT COMMISIONER ,BARAMULTI SUKSESSARANA TBK.
 ADIKIN BASIRUN ,BARAMULTI SUKSESSARANA TBK.,4,BSSR, COMMISSIONER ,BARAMULTI SUKSESSARANA TBK.
 J.V. PATIL ,BARAMULTI SUKSESSARANA TBK.,4,BSSR, COMMISSIONER ,BARAMULTI SUKSESSARANA TBK.
 JEONG WOO YOO ,BARAMULTI SUKSESSARANA TBK.,4,BSSR, COMMISSIONER ,BARAMULTI SUKSESSARANA TBK.
" PROF. DR. IR. IRWANDY ARIF, M.SC ",BARAMULTI SUKSESSARANA TBK.,4,BSSR, COMMISSIONER  - INDEPENDENT,BARAMULTI SUKSESSARANA TBK.
 PAUL TAMBUNAN ,BARAMULTI SUKSESSARANA TBK.,4,BSSR, COMMISSIONER  - INDEPENDENT,BARAMULTI SUKSESSARANA TBK.
 RR. ASSISTIA SEMIAWAN ,BARAMULTI SUKSESSARANA TBK.,4,BSSR, COMMISSIONER  - INDEPENDENT,BARAMULTI SUKSESSARANA TBK.
 SUDHIRANJAN PADHI ,BANK OF INDIA INDONESIA TBK.,4,BSWD, PRESIDENT COMMISIONER ,BANK OF INDIA INDONESIA TBK.
 HANDADJAJA SULAIMAN ,BANK OF INDIA INDONESIA TBK.,4,BSWD, COMMISSIONER  - INDEPENDENT,BANK OF INDIA INDONESIA TBK.
 LUNGGUK GULTOM ,BANK OF INDIA INDONESIA TBK.,4,BSWD, COMMISSIONER  - INDEPENDENT,BANK OF INDIA INDONESIA TBK.
 ANNE PATRICIA SUTANTO ,BUMI TEKNOKULTURA UNGGUL TBK,4,BTEK, PRESIDENT COMMISIONER ,BUMI TEKNOKULTURA UNGGUL TBK
 RAHMAT IRAWAN ,BUMI TEKNOKULTURA UNGGUL TBK,4,BTEK, COMMISSIONER  - INDEPENDENT,BUMI TEKNOKULTURA UNGGUL TBK
 TAUFAN E.N ROTORASIKO ,BAKRIE TELECOM TBK.,4,BTEL, PRESIDENT COMMISIONER ,BAKRIE TELECOM TBK.
 JOHN PIETER NAZAR ,BAKRIE TELECOM TBK.,4,BTEL, COMMISSIONER  - INDEPENDENT,BAKRIE TELECOM TBK.
 JASTIRO ABI ,BAKRIE TELECOM TBK.,4,BTEL, COMMISSIONER ,BAKRIE TELECOM TBK.
 NEIL R TOBING ,BAKRIE TELECOM TBK.,4,BTEL, COMMISSIONER ,BAKRIE TELECOM TBK.
 DUDI HENDRAKUSUMA SYAHLANI ,BAKRIE TELECOM TBK.,4,BTEL, COMMISSIONER  - INDEPENDENT,BAKRIE TELECOM TBK.
 GWIE GUNATO GUNAWAN ,BETONJAYA MANUNGGAL TBK.,4,BTON, PRESIDENT COMMISIONER ,BETONJAYA MANUNGGAL TBK.
 DR. BAMBANG HARIADI MEC. AK ,BETONJAYA MANUNGGAL TBK.,4,BTON, COMMISSIONER  - INDEPENDENT,BETONJAYA MANUNGGAL TBK.
 CHOW YING HOONG ,BANK SMBC INDONESIA TBK.,4,BTPN, PRESIDENT COMMISIONER ,BANK SMBC INDONESIA TBK.
 TAKESHI KIMOTO ,BANK SMBC INDONESIA TBK.,4,BTPN, COMMISSIONER ,BANK SMBC INDONESIA TBK.
 NINIK HERLANI MASLI RIDHWAN ,BANK SMBC INDONESIA TBK.,4,BTPN, COMMISSIONER  - INDEPENDENT,BANK SMBC INDONESIA TBK.
 KUSUMANINGTUTI SANDRIHARMY SOETIONO ,BANK SMBC INDONESIA TBK.,4,BTPN, COMMISSIONER  - INDEPENDENT,BANK SMBC INDONESIA TBK.
 ONNY WIDJANARKO ,BANK SMBC INDONESIA TBK.,4,BTPN, COMMISSIONER  - INDEPENDENT,BANK SMBC INDONESIA TBK.
 MARITA ALISJAHBANA ,BANK SMBC INDONESIA TBK.,4,BTPN, COMMISSIONER  - INDEPENDENT,BANK SMBC INDONESIA TBK.
 KEMAL AZIS STAMBOEL ,BANK BTPN SYARIAH TBK.,4,BTPS, PRESIDENT COMMISIONER  - INDEPENDENT,BANK BTPN SYARIAH TBK.
 DEWIE PELITAWATI ,BANK BTPN SYARIAH TBK.,4,BTPS, COMMISSIONER  - INDEPENDENT,BANK BTPN SYARIAH TBK.
 ONGKI WANADJATI DANA ,BANK BTPN SYARIAH TBK.,4,BTPS, COMMISSIONER ,BANK BTPN SYARIAH TBK.
 MULYA EFFENDI SIREGAR ,BANK BTPN SYARIAH TBK.,4,BTPS, COMMISSIONER  - INDEPENDENT,BANK BTPN SYARIAH TBK.
 MICHEAL IKSAN SUSILO ,SEGAR KUMALA INDONESIA TBK.,4,BUAH, PRESIDENT COMMISIONER ,SEGAR KUMALA INDONESIA TBK.
 HENDRO SUSILO ,SEGAR KUMALA INDONESIA TBK.,4,BUAH, COMMISSIONER ,SEGAR KUMALA INDONESIA TBK.
 BAGUS ABIMANYU LULU ,SEGAR KUMALA INDONESIA TBK.,4,BUAH, COMMISSIONER  - INDEPENDENT,SEGAR KUMALA INDONESIA TBK.
 WIDARTO ,BUDI STARCH & SWEETENER TBK.,4,BUDI, PRESIDENT COMMISIONER ,BUDI STARCH & SWEETENER TBK.
 OEY ALFRED ,BUDI STARCH & SWEETENER TBK.,4,BUDI, COMMISSIONER ,BUDI STARCH & SWEETENER TBK.
 DANIEL KANDINATA ,BUDI STARCH & SWEETENER TBK.,4,BUDI, COMMISSIONER  - INDEPENDENT,BUDI STARCH & SWEETENER TBK.
 RD ADI WARDHANA SARIAATMADJA ,BUKALAPAK.COM TBK.,4,BUKA, PRESIDENT COMMISIONER ,BUKALAPAK.COM TBK.
 JAY GEOOFREY WACHER ,BUKALAPAK.COM TBK.,4,BUKA, COMMISSIONER ,BUKALAPAK.COM TBK.
 DRA ZANNUBA ARIFAH CH.R ,BUKALAPAK.COM TBK.,4,BUKA, COMMISSIONER  - INDEPENDENT,BUKALAPAK.COM TBK.
 SUHAELI KALLA ,BUKAKA TEKNIK UTAMA TBK.,4,BUKK, PRESIDENT COMMISIONER ,BUKAKA TEKNIK UTAMA TBK.
 SOLIHIN JUSUF KALLA ,BUKAKA TEKNIK UTAMA TBK.,4,BUKK, COMMISSIONER ,BUKAKA TEKNIK UTAMA TBK.
 IR. ERWIN KURNIADI ,BUKAKA TEKNIK UTAMA TBK.,4,BUKK, COMMISSIONER  - INDEPENDENT,BUKAKA TEKNIK UTAMA TBK.
 HALIM JUSUF ,BUANA LINTAS LAUTAN TBK.,4,BULL, PRESIDENT COMMISIONER ,BUANA LINTAS LAUTAN TBK.
 M. HARRY SANTOSO ,BUANA LINTAS LAUTAN TBK.,4,BULL, COMMISSIONER  - INDEPENDENT,BUANA LINTAS LAUTAN TBK.
 ANDI AVIANDHA TRIADNA JAKILE ,BUANA LINTAS LAUTAN TBK.,4,BULL, COMMISSIONER ,BUANA LINTAS LAUTAN TBK.
 ACHMAD WIDJAJA ,BUANA LINTAS LAUTAN TBK.,4,BULL, COMMISSIONER ,BUANA LINTAS LAUTAN TBK.
 SHARIF CICIP SUTARDJO ,BUMI RESOURCES TBK.,4,BUMI, PRESIDENT COMMISIONER  - INDEPENDENT,BUMI RESOURCES TBK.
 ANTON SETIANTO SOEDARSONO ,BUMI RESOURCES TBK.,4,BUMI, COMMISSIONER  - INDEPENDENT,BUMI RESOURCES TBK.
 KANAKA PURADIREDJA ,BUMI RESOURCES TBK.,4,BUMI, COMMISSIONER  - INDEPENDENT,BUMI RESOURCES TBK.
 Y.A. DIDIK CAHYANTO ,BUMI RESOURCES TBK.,4,BUMI, COMMISSIONER  - INDEPENDENT,BUMI RESOURCES TBK.
 ANGGAWIRA ,BUMI RESOURCES TBK.,4,BUMI, COMMISSIONER  - INDEPENDENT,BUMI RESOURCES TBK.
 ADHIKA ANDRAYUDHA BAKRIE ,BUMI RESOURCES TBK.,4,BUMI, COMMISSIONER ,BUMI RESOURCES TBK.
 THOMAS MYER KEARNEY ,BUMI RESOURCES TBK.,4,BUMI, COMMISSIONER ,BUMI RESOURCES TBK.
  ,BUMI RESOURCES TBK.,4,BUMI, COMMISSIONER ,BUMI RESOURCES TBK.
 ASTINI BERNAWATI OUDANG ,BUKIT ULUWATU VILLA TBK.,4,BUVA, PRESIDENT COMMISIONER ,BUKIT ULUWATU VILLA TBK.
 SEONG HOON PARK ,BUKIT ULUWATU VILLA TBK.,4,BUVA, COMMISSIONER  - INDEPENDENT,BUKIT ULUWATU VILLA TBK.
 DIAH PIKATAN ORISSA PUTRI HAPRANI ,BUKIT ULUWATU VILLA TBK.,4,BUVA, COMMISSIONER ,BUKIT ULUWATU VILLA TBK.
 ZAENAL ABIDIN ,BANK VICTORIA INTERNATIONAL TBK.,4,BVIC, PRESIDENT COMMISIONER  - INDEPENDENT,BANK VICTORIA INTERNATIONAL TBK.
 GUNAWAN TENGGARAHARDJA ,BANK VICTORIA INTERNATIONAL TBK.,4,BVIC, COMMISSIONER  - INDEPENDENT,BANK VICTORIA INTERNATIONAL TBK.
 SIA LENG HO ,BANK VICTORIA INTERNATIONAL TBK.,4,BVIC, COMMISSIONER ,BANK VICTORIA INTERNATIONAL TBK.
 ABED NEGO ,EAGLE HIGH PLANTATIONS TBK.,4,BWPT, PRESIDENT COMMISIONER ,EAGLE HIGH PLANTATIONS TBK.
 MUHAMMAD PRIANTO MADELAR ,EAGLE HIGH PLANTATIONS TBK.,4,BWPT, COMMISSIONER ,EAGLE HIGH PLANTATIONS TBK.
 YOHANES WAHYU SARONTO ,EAGLE HIGH PLANTATIONS TBK.,4,BWPT, COMMISSIONER  - INDEPENDENT,EAGLE HIGH PLANTATIONS TBK.
 AHMAD NIZAM BIN HAMID ,EAGLE HIGH PLANTATIONS TBK.,4,BWPT, VICE PRESIDENT COMMISIONER ,EAGLE HIGH PLANTATIONS TBK.
 RAZUWAN BIN CHE ROSE ,EAGLE HIGH PLANTATIONS TBK.,4,BWPT, COMMISSIONER ,EAGLE HIGH PLANTATIONS TBK.
 ERWIN SUDJONO ,EAGLE HIGH PLANTATIONS TBK.,4,BWPT, COMMISSIONER  - INDEPENDENT,EAGLE HIGH PLANTATIONS TBK.
 HENDARMAN S.H. ,BAYAN RESOURCES TBK.,4,BYAN, PRESIDENT COMMISIONER  - INDEPENDENT,BAYAN RESOURCES TBK.
" LIFRANSYAH GUMAY S.E. AK., M.M. ",BAYAN RESOURCES TBK.,4,BYAN, COMMISSIONER ,BAYAN RESOURCES TBK.
 MOERMAHADI SOERJA DJANEGARA ,BAYAN RESOURCES TBK.,4,BYAN, COMMISSIONER ,BAYAN RESOURCES TBK.
 BUDIMAN ,BAYAN RESOURCES TBK.,4,BYAN, COMMISSIONER  - INDEPENDENT,BAYAN RESOURCES TBK.
 TIMUR PRADOPO ,BAYAN RESOURCES TBK.,4,BYAN, COMMISSIONER  - INDEPENDENT,BAYAN RESOURCES TBK.
 SANDERAWATI JOESOEF ,CAHAYAPUTRA ASA KERAMIK TBK.,4,CAKK, PRESIDENT COMMISIONER ,CAHAYAPUTRA ASA KERAMIK TBK.
 LUCIANA SUTANTO ,CAHAYAPUTRA ASA KERAMIK TBK.,4,CAKK, COMMISSIONER ,CAHAYAPUTRA ASA KERAMIK TBK.
 ANTHONY SOEHARTONO ,CAHAYAPUTRA ASA KERAMIK TBK.,4,CAKK, COMMISSIONER  - INDEPENDENT,CAHAYAPUTRA ASA KERAMIK TBK.
 INSINYUR JUTIANTO ISNANDAR ,CAMPINA ICE CREAM INDUSTRY TBK.,4,CAMP, PRESIDENT COMMISIONER ,CAMPINA ICE CREAM INDUSTRY TBK.
 DOKTORANDUS MAKMUR WIDJAJA ,CAMPINA ICE CREAM INDUSTRY TBK.,4,CAMP, COMMISSIONER  - INDEPENDENT,CAMPINA ICE CREAM INDUSTRY TBK.
 HERYANTO COKRO ,CAPITOL NUSANTARA INDONESIA TBK.,4,CANI, COMMISSIONER  - INDEPENDENT,CAPITOL NUSANTARA INDONESIA TBK.
 RICHIE LIMSON ,CAPITOL NUSANTARA INDONESIA TBK.,4,CANI, PRESIDENT COMMISIONER ,CAPITOL NUSANTARA INDONESIA TBK.
 DR. RICO NOVYANTO SP.PD ,METRO HEALTHCARE INDONESIA TBK.,4,CARE, COMMISSIONER  - INDEPENDENT,METRO HEALTHCARE INDONESIA TBK.
" DR. AGUSTINUS WIDJAJA, C.HT ",METRO HEALTHCARE INDONESIA TBK.,4,CARE, PRESIDENT COMMISIONER ,METRO HEALTHCARE INDONESIA TBK.
 PAULUS TOTOK LUSIDA ,INDUSTRI DAN PERDAGANGAN BINTRACO DHARMA TBK.,4,CARS, PRESIDENT COMMISIONER ,INDUSTRI DAN PERDAGANGAN BINTRACO DHARMA TBK.
 DARMAWAN WIDJAJA ,INDUSTRI DAN PERDAGANGAN BINTRACO DHARMA TBK.,4,CARS, COMMISSIONER  - INDEPENDENT,INDUSTRI DAN PERDAGANGAN BINTRACO DHARMA TBK.
 HIMAWAN GUNADI ,INDUSTRI DAN PERDAGANGAN BINTRACO DHARMA TBK.,4,CARS, COMMISSIONER  - INDEPENDENT,INDUSTRI DAN PERDAGANGAN BINTRACO DHARMA TBK.
 HARKIE KOSADI ,CAPITAL FINANCIAL INDONESIA TBK.,4,CASA, PRESIDENT COMMISIONER  - INDEPENDENT,CAPITAL FINANCIAL INDONESIA TBK.
 DARWIN ,CAPITAL FINANCIAL INDONESIA TBK.,4,CASA, COMMISSIONER ,CAPITAL FINANCIAL INDONESIA TBK.
 SURYA ASEANTO PUTRA ,CASHLEZ WORLDWIDE INDONESIA TBK.,4,CASH, PRESIDENT COMMISIONER ,CASHLEZ WORLDWIDE INDONESIA TBK.
 NINIEK RAHARDJA ,CASHLEZ WORLDWIDE INDONESIA TBK.,4,CASH, COMMISSIONER  - INDEPENDENT,CASHLEZ WORLDWIDE INDONESIA TBK.
 DJOKO SUYANTO ,CAHAYA AERO SERVICES TBK.,4,CASS, COMMISSIONER ,CAHAYA AERO SERVICES TBK.
 ARMAND BACHTIAR ARIEF ,CAHAYA AERO SERVICES TBK.,4,CASS, COMMISSIONER  - INDEPENDENT,CAHAYA AERO SERVICES TBK.
 CHI CHENG BOCK ,CAHAYA AERO SERVICES TBK.,4,CASS, COMMISSIONER ,CAHAYA AERO SERVICES TBK.
 AGUNG BUDI MARYOTO ,CAHAYA AERO SERVICES TBK.,4,CASS, COMMISSIONER  - INDEPENDENT,CAHAYA AERO SERVICES TBK.
 RICHARD HALIM KUSUMA ,BANGUN KOSAMBI SUKSES TBK.,4,CBDK, PRESIDENT COMMISIONER ,BANGUN KOSAMBI SUKSES TBK.
 PHIONG PHILLIPUS DARMA ,BANGUN KOSAMBI SUKSES TBK.,4,CBDK, COMMISSIONER ,BANGUN KOSAMBI SUKSES TBK.
 HARDJO SUBROTO LILIK ,BANGUN KOSAMBI SUKSES TBK.,4,CBDK, COMMISSIONER  - INDEPENDENT,BANGUN KOSAMBI SUKSES TBK.
 DODY TRIASMARA ,CAHAYA BINTANG MEDAN TBK.,4,CBMF, COMMISSIONER  - INDEPENDENT,CAHAYA BINTANG MEDAN TBK.
 IR. MARTINUS TJENDANA ,CAHAYA BINTANG MEDAN TBK.,4,CBMF, PRESIDENT COMMISIONER ,CAHAYA BINTANG MEDAN TBK.
 THOMAS AQUINAS PRAMUKUSWALA ,CITRA BUANA PRASIDA TBK.,4,CBPE, PRESIDENT COMMISIONER ,CITRA BUANA PRASIDA TBK.
 GAERY DJOHARI ,CITRA BUANA PRASIDA TBK.,4,CBPE, COMMISSIONER ,CITRA BUANA PRASIDA TBK.
 MELISSA CRESENTIA KURNIAWAN ,CITRA BUANA PRASIDA TBK.,4,CBPE, COMMISSIONER  - INDEPENDENT,CITRA BUANA PRASIDA TBK.
 SUGANTO GUNAWAN ,CAKRA BUANA RESOURCES ENERGI TBK.,4,CBRE, PRESIDENT COMMISIONER ,CAKRA BUANA RESOURCES ENERGI TBK.
 SUWITO ,CAKRA BUANA RESOURCES ENERGI TBK.,4,CBRE, COMMISSIONER ,CAKRA BUANA RESOURCES ENERGI TBK.
 H.R. AGUNG LAKSONO ,CAKRA BUANA RESOURCES ENERGI TBK.,4,CBRE, COMMISSIONER  - INDEPENDENT,CAKRA BUANA RESOURCES ENERGI TBK.
" DR. SOFYAN A. DJALIL, SH, MA ",CITRA BORNEO UTAMA TBK.,4,CBUT, PRESIDENT COMMISIONER ,CITRA BORNEO UTAMA TBK.
 BOUMEDIENE SUMURUNG . H ,CITRA BORNEO UTAMA TBK.,4,CBUT, COMMISSIONER  - INDEPENDENT,CITRA BORNEO UTAMA TBK.
 SUDARNO KHOU ,COMMUNICATION CABLE SYSTEMS INDONESIA TBK.,4,CCSI, COMMISSIONER ,COMMUNICATION CABLE SYSTEMS INDONESIA TBK.
 BAMBANG ADI PRASTYO ,COMMUNICATION CABLE SYSTEMS INDONESIA TBK.,4,CCSI, COMMISSIONER  - INDEPENDENT,COMMUNICATION CABLE SYSTEMS INDONESIA TBK.
 CHAI KHYE YEIEN ,COMMUNICATION CABLE SYSTEMS INDONESIA TBK.,4,CCSI, PRESIDENT COMMISIONER ,COMMUNICATION CABLE SYSTEMS INDONESIA TBK.
 ERRY RIYANA HARDJAPAMEKAS ,CHANDRA DAYA INVESTASI TBK.,4,CDIA, PRESIDENT COMMISIONER  - INDEPENDENT,CHANDRA DAYA INVESTASI TBK.
" ADE SUPANDI, SE ",CHANDRA DAYA INVESTASI TBK.,4,CDIA, COMMISSIONER  - INDEPENDENT,CHANDRA DAYA INVESTASI TBK.
 ERWIN CIPUTRA ,CHANDRA DAYA INVESTASI TBK.,4,CDIA, COMMISSIONER ,CHANDRA DAYA INVESTASI TBK.
